"id","title","description","availability","condition","price","link","image_link","brand","google_product_category","fb_product_category","quantity_to_sell_on_facebook","sale_price","sale_price_effective_date","item_group_id","gender","color","size","age_group","material","pattern","shipping","shipping_weight","style"
"105","Senna Cotton kota Sare","This Wax printed cotton saree was dyed using the natural ingredients to bring out the marvelous Red & golden color of the product. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041709BAS8220922/84_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041709BAS8220922/84_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","4995 BDT","","","","","","all ages","","","","450 g",""
"106","Lilac eri cotton saree","cotton saree will be the perfect outfit choice in the scorching summer heat. The heavenly tones of white and blue help pose in great style too! \n \nAll Aaranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041741SF05222022/85_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041741SF05222022/85_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","5995 BDT","","","","Blue,Teal","","all ages","","","","430 g",""
"107","Azalea cotton saree","The light colors of this beautiful cotton saree will reflect away the heat of the sun very efficiently. Cotton fabric has been used to ensure utmost comfort. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041742BA05222022/86_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041742BA05222022/86_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","4500 BDT","","","","Pink","","all ages","","","","390 g",""
"108","Sapphire cotton saree","cotton saree will be the perfect outfit choice in the scorching summer heat. The heavenly tones of white and blue help pose in great style too!","in stock","new","4500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041743BA05222022/87_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041743BA05222022/87_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","4500 BDT","","","","Blue","","all ages","","","","390 g",""
"109","Begonia Endi Cotton saree","The earthy tones of this eri cotton saree do the best work in making you truly feel beautiful, making it the perfect wear for all of your favorite occasions. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041748MCE25222122/88_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041748MCE25222122/88_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","5995 BDT","","","","Blue,Annatto,Manjit","","all ages","","","","400 g",""
"110","Clematis cotton saree","Clematis cotton saree","in stock","new","4500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041749BAE25222222/89_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041749BAE25222222/89_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","4500 BDT","","","","Blue,Annatto,Manjit","","all ages","","","","390 g",""
"111","Colasia cotton kota saree","The contrasting tones of this saree makes both the colors stand out beautifully. With dual designs and cotton kota fabric, it's an eye catcher as well as comfort wear. \n \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041750SFE25222122/90_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041750SFE25222122/90_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","4995 BDT","","","","Navy,Gray,Annatto","","all ages","","","","420 g",""
"112","Verbena cotton saree","The blue and grey tones of this saree represent the perfect harmony of the clouds and the sky on a rainy day. Cotton fabric used in this saree makes it wearable all year round. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041753MCE26222122/91_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041753MCE26222122/91_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","5","4500 BDT","","","","Blue,Olive","","all ages","","","","410 g",""
"113","Wisteria cotton saree","The blue and black colors of this saree represent the perfect harmony of the clouds and the sky on a rainy day. Cotton fabric used in this saree makes it wearable all year round. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","4995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041755SFE26222122/92_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0041755SFE26222122/92_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","4995 BDT","","","","Blue,Olive","","all ages","","","","400 g",""
"114","Frankliana Alatamaha Balaka Silk Suits","The stunning shades of brown and beige in this stunning suit is extracted from hand-plucked catechu and raintree. Wax print is added on balaka silk to add the subtle touches of elegance. All Aranya products are handmade, using natural fibers and materials within a fair trade framework.","in stock","new","14185 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0050396RGE1181618/93_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0050396RGE1181618/93_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","14185 BDT","","","","Brown,Beige","","all ages","","","","418 g",""
"115","Leah Kantha Eri Silk Salwar","A delicate mixture of cateshu and raintree expressing the color brown and beige in this kantha eri silk salwar. \n \nAll Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","13995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0050465FFE1191519/94_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0050465FFE1191519/94_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","13995 BDT","","","","Brown,Beige","","all ages","","","","389 g",""
"116","Marigold eri silk suits","The stunning combination of white and gold is bound to make heads turn. Wear this eri silk suit to any traditional meet and you are guaranteed to be the eye candy. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","19995 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0050474IJS1201919/95_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0050474IJS1201919/95_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","19995 BDT","","","","Golden","","all ages","","","","0 g",""
"117","Mirabilis Cotton Tops","The stunning shades of red in this top is extracted from handplucked madder. Block print is added on cotton voil to add the subtle touches of elegance. All Aranya products are hand made, using natural fibers and materials within a fair trade framework.","in stock","new","2455 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060061RG06182418/96_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060061RG06182418/96_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","2455 BDT","","","","Red","","all ages","","","","364 g",""
"118","Daffodil Eri Cotton Tops","A balance of Catechu were used to bring out the brown colour . This Enri cotton Tops was designed with wax print technique to perish its natural outlook. \nUsing natural materials, Full hand-made Aranya's products are align within fair trade framework.","in stock","new","2455 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060096AA06193419/97_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060096AA06193419/97_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2455 BDT","","","","Brown","","all ages","","","","364 g",""
"119","Amaryllis Lilen Women Tops","Amaryllis Lilen Women Tops","in stock","new","2455 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060107SR08190620/98_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060107SR08190620/98_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2455 BDT","","","","Pink","","all ages","","","","0 g",""
"120","Myrtle Silk Kurti","This olive tone is a blend of natural color pomegranate and myrobalan in this asymetric tops. Wax print stripe and flower themes are used to draw out the modern fusion design. All Aranya products are hand-made, using natural fibers and materials within a fair trade framework.","in stock","new","5155 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060111AA09193719/99_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0060111AA09193719/99_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","5155 BDT","","","","Olive","","all ages","","","","288 g",""
"121","Borage Cotton orna","The subtle tones in this orna would pair amazingly with a contrasting dark colored dress. The cotton fabric provides comfort from the scorching heat. \n \nAll Aaranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","1975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0080370SME1182018/100_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0080370SME1182018/100_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","1975 BDT","","","","Blue","","all ages","","","","180 g",""
"122","Scabiosa endi Cotton orna","The tricky teal on this orna is taken from handpicked natural dye, and the beautiful designs are made with wax print on endi cotton material. \n \nAll Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","4485 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0080630NK04221822/101_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0080630NK04221822/101_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","4485 BDT","","","","Teal","","all ages","","","","220 g",""
"123","Briar Rose Top and Skirt","Catechu is used to naturally dye this ensemble in a rich, milk chocolate brown, and wax-printed with floral designs on the bottom of the shirt, and the entirety of the long, flared skirt. \n \nAll Aranya products are naturally dyed and hand-crafted within a fair trade framework of WFTO standards.","in stock","new","2535 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0110015RG1017/102_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0110015RG1017/102_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2535 BDT","","","","Brown","","all ages","","","","0 g",""
"124","Butea cotton skirt","The heavenly tone in this skirt is taken from hand-plucked catechu and the perceptible motifs are made using wax print on cotton. All Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","2065 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0110025FF12184318/103_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0110025FF12184318/103_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","2065 BDT","","","","Brown","","all ages","","","","0 g",""
"125","Grizzle Bomber Jacket","Pieces from nature, madder ; myrabalan were used to dye this Cotton bomber jacket with Red ; Gray colour. Wax print added an elegant outlook on it's design. \n \nAll Aranya's products are handmade, using natural materials, within a fair trade framework.","in stock","new","5285 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0170018SR08193419/104_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0170018SR08193419/104_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","5285 BDT","","","","Red,Gray","","all ages","","","","437 g",""
"126","Parsley Bomber Jacket","Parsley Bomber Jacket","in stock","new","6985 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0170020SR08193319/105_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0170020SR08193319/105_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","6985 BDT","","","","Red","","all ages","","","","437 g",""
"127","Zenith Bomber Jacket","Madder has been used as dyeing materials to derive Red color on this khadi jacket. Anokhi print was used to get the elegant design. \n \nUsing natural materials, full-hand made Aranya's products are align with in fair trade framework.","in stock","new","3985 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0170031FF09193719/106_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0170031FF09193719/106_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","3985 BDT","","","","Red","","all ages","","","","437 g",""
"128","Azalea Cotton Kimono","The soothing pink color in this gorgeous kaftan is taken from the best handpicked betelnuts. Wax print has been used on cotton material to creeate the detailed intricacies. \n \nAll Aranya products are hand made, using natural fibers and materials within a fair trade framework.","in stock","new","2455 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180128NK06220720/107_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180128NK06220720/107_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","2455 BDT","","","","Pink","","all ages","","","","0 g",""
"129","Alyssum Eri Cotton Kimono","The beguiling shades of brown in this mesmerizing kimono are produced from natural element. Wax print has been used on eri cotton to produce the magnificent patterns. \n \nAll Aranya products are hand made, using natural fibers and materials within a fair trade framework.","in stock","new","5855 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180129NK07221020/108_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180129NK07221020/108_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","5855 BDT","","","","Golden","","all ages","","","","0 g",""
"130","Lberis Eri Cotton Kimono","The sensitive olive shade on this Eri cotton kimono comes from nature. eri cotton was utilized to upgrade the appearance with elite structure. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5855 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180130NK07221020/109_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180130NK07221020/109_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","5855 BDT","","","","Olive","","all ages","","","","0 g",""
"131","Hyssop silk kimono","Mixing the two different combinations of color and wax print in this pure silk makes this kimono a variant look. \n \nAll Aranya products are handmade, using natural fibers and materials within a fair-trade framework.","in stock","new","6955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180131NK08224619/110_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0180131NK08224619/110_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","6955 BDT","","","","Teal","","all ages","","","","0 g",""
"132","Brunnera linen kaftan","Brunnera linen kaftan","in stock","new","2955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0190088NK06220520/111_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0190088NK06220520/111_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","2955 BDT","","","","Blue","","all ages","","","","0 g",""
"133","Kantha Voil Kurti","The captivating shades of blue and red in this ravishing Kurti are produced with colors given off by organically grown cmadder and indigo. The shibori has been used on the body on cotton material to add details. The nakshi kantha work added a traditional look \n \nAll Aranya products are handmade, using natural fibers and materials within a fair trade framework.","in stock","new","4495 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0210145MAE2183118/112_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0210145MAE2183118/112_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","4495 BDT","","","","Blue,Red","","all ages","","","","0 g",""
"134","Lantana Kurti","A balance of Madder was used to bring out the Red colour. This Enri silk Kurti was designed with wax print technique to perish its natural outlook. \nUsing natural materials, Full hand-made Aranya's products are aligned within fair trade framework.","in stock","new","6195 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0210194FF04191819/113_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0210194FF04191819/113_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","6195 BDT","","","","","","all ages","","","","288 g",""
"135","Anthurium Blush","Plain Dyed Red & Blue silk Kurti dyed in natural color is a perfect wear for any occasionAll Aranya products are handmade, using natural materials, within a \nfair trade framework. ","in stock","new","8395 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0210204SR07190823/105.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0210204SR07190823/105.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","8395 BDT","","","","Blue,Red","","all ages","","","","0 g",""
"136","Silk shirred blouse","This maroon shirred blouse is an universal fit and can be worn with any saree of your choice. Silk fabric used also provides a smooth touch to the skin. \n \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","5800 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0300133SF04221822/114_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0300133SF04221822/114_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","5800 BDT","","","","Brown","","all ages","","","","0 g",""
"137","Jovial Knit Cotton T","Jovial Knit Cotton T","in stock","new","975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920012NH12194619/W0920012NH12194619_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920012NH12194619/W0920012NH12194619_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","975 BDT","","","","Brown","","all ages","","","","364 g",""
"138","Aether cotton t","Aether cotton t","in stock","new","1175 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920013NH12194519/W0920013NH12194519_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920013NH12194519/W0920013NH12194519_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","7","1175 BDT","","","","Red,Brown","","all ages","","","","364 g",""
"139","Delphinium Knit Cotton T","Delphinium Knit Cotton T","in stock","new","975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920014NH12194619/W0920014NH12194619_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920014NH12194619/W0920014NH12194619_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","975 BDT","","","","Olive","","all ages","","","","364 g",""
"140","Celestial knit cotton T","Celestial knit cotton T","in stock","new","1175 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920015NH12194619/W0920015NH12194619_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W0920015NH12194619/W0920015NH12194619_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","1175 BDT","","","","Brown","","all ages","","","","364 g",""
"141","Redmix Knit Cotton Leggings","Madder ; Myrabalan has been used as dyeing materials which is derive to Red ; Gray color on this knit cotton Leggings. Wax print was used to get the elegant design. \n \nUsing natural materials, full-hand made Aranya's products are align with in fair trade framework.","in stock","new","955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W1080001NH10194019/W1080001NH10194019_1.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/W1080001NH10194019/W1080001NH10194019_1.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","955 BDT","","","","Red,Gray","","all ages","","","","106 g",""
"142","Russet Kaftan","Betel nuts are further used as a source of a family of catechu, this cambric fabric will add natural wave with natural dye, and this kaftan can give you the ultimate beauty. All Aranya products are handmade, \nusing natural materials, within a \nfair trade framework.","in stock","new","2955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKF018SKE1INHL1223/127.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKF018SKE1INHL1223/127.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","2955 BDT","","","","Brown","","all ages","","","","0 g",""
"143","Drifwood Cotton Kaftan","This Wax printed cotton kaftan was dyed using the natural ingredients to bring out the brown color of the product. \nAll Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","2955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKF023MCRINHC2023/161.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKF023MCRINHC2023/161.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","2955 BDT","","","","Brown","","all ages","","","","0 g",""
"144","Euphoma Kaftan","The surface is Indigo with brown colored Viscos kaftan , you can wear this comfortable cotton kaftan at any time","in stock","new","1955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKF027SKE2INHL2123/189.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKF027SKE2INHL2123/189.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","1955 BDT","","","","Blue,Brown,Grey","","all ages","","","","0 g",""
"145","Crocoite Silk Kimono","Gorgeous kimono designed with a lightweight silk fabric, it'll flows as you move for a comfortable wear. All Aranya products are handmade, using natural materials, within a fair trade framework.","in stock","new","7440 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKI008NZRINHS1423/145.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKI008NZRINHS1423/145.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","3","7440 BDT","","","","Blue,Red","","all ages","","","","0 g",""
"146","Iris Silk Kimono","The delightful patterns in this cozy kimono is made from colors conventionally extracted from Indigo. The designs are embedded on silk material using wax and dyeing technique. All Aranya products are hand made, using natural fibers and materials within a fair trade framework.","in stock","new","9300 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKI009MCRINHS2023/141.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKI009MCRINHS2023/141.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","9300 BDT","","","","Blue","","all ages","","","","0 g",""
"147","Hyacinth gray Kimono","The gray tone in this voil kimono has been taken from the nature. All over Rose wax print gives the feel of nature.","in stock","new","2955 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKI011RARINHV1923/197.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKI011RARINHV1923/197.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","2955 BDT","","","","Gray","","all ages","","","","0 g",""
"148","Flashy Ginger Kurti","Decorated by soft hand stitching with multicoloured natural dyed thread is perfect for stealing your any day. All Aranya products are handmade,using natural materials, within a \nfair trade framework. ","in stock","new","8395 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKKU009NK45R22INHS4722/244.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKKU009NK45R22INHS4722/244.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","8395 BDT","","","","Pink","","all ages","","","","0 g",""
"149","Dusky rose kantha saree","This perfect saree has been made with expertise kantha work on the traditional silk fabric. The saree provides the best of comfort and gracefulness with Kantha stitch with cathechu as black at paar anchol.","in stock","new","26440 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS001NK23B22ROK2422/25.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS001NK23B22ROK2422/25.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","26440 BDT","","","","Blue,Brown","","all ages","","","","550 g",""
"150","Maltese Cross","This astonishing Kantha saree is presenting a fusion of natural colors, which gives it a \nBreathtaking look.","in stock","new","30695 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS004NK23B222422/13.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS004NK23B222422/13.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","30695 BDT","","","","Red,Brown","","all ages","","","","470 g",""
"151","Helenium drape beauty","This amazing Kantha saree is presenting a fusion of natural colors, which is hand-stitched by using natural thread which gives it a \nOutstanding look.","in stock","new","32500 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS004NK23B222422/13.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS004NK23B222422/13.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","0","32500 BDT","","","","Blue,Red","","all ages","","","","450 g",""
"152","Charcoal beauty kantha silk saree","This perfect saree has been made with expertise kantha work on the traditional silk fabric. The saree provides the best of comfort and gracefulness with Kantha stitch with black as black at paar anchol.","in stock","new","27900 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS013NK23E222MOM2422/21.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKS013NK23E222MOM2422/21.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","27900 BDT","","","","Black","","all ages","","","","550 g",""
"153","Camellia cotton saree","Handloom saree with speacial weaving can be your day life companion. All Aranya products are handmade, using natural fibers and materials within a fair-trade framework.""","in stock","new","15810 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKSA062SF42B22RINEC4322/101.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKSA062SF42B22RINEC4322/101.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","1","15810 BDT","","","","White","","all ages","","","","500 g",""
"154","Sedum Silk Kantha Scarf","Sedum Silk Kantha Scarf","in stock","new","3975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKSC058NZE2INHS2223/211.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKSC058NZE2INHS2223/211.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","3975 BDT","","","","Gray","","all ages","","","","130 g",""
"155","Snowflake Crop Top","Wax print Indigo Cotton kantha top dyed in natural color is a perfect wear for any occasion","in stock","new","2975 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKTO010SKE2NURC2223/109.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKTO010SKE2NURC2223/109.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","2","2975 BDT","","","","Teal","","all ages","","","","0 g",""
"156","Gravel Beauty","The surface is lighter and hand stitched with multicolored natural dyed thread , which is perfect for any purpose event.All Aranya products are handmade,using natural materials, within a \nfair trade framework. ","in stock","new","8395 BDT","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU008NK45R22INHES4722/109.jpg","https://res.cloudinary.com/diyc1dizi/image/upload/Aranya_new_products/WKU008NK45R22INHES4722/109.jpg","Aranya","Apparel & Accessories > Clothing","Apparel & Accessories > Clothing","4","8395 BDT","","","","Brown","","all ages","","","","0 g",""
